基準日,町丁目名,秘匿区分,男女別,世帯数,総数,合算総数,０歳,１歳,２歳,３歳,４歳,５歳,６歳,７歳,８歳,９歳,１０歳,１１歳,１２歳,１３歳,１４歳,１５歳,１６歳,１７歳,１８歳,１９歳,２０歳,２１歳,２２歳,２３歳,２４歳,２５歳,２６歳,２７歳,２８歳,２９歳,３０歳,３１歳,３２歳,３３歳,３４歳,３５歳,３６歳,３７歳,３８歳,３９歳,４０歳,４１歳,４２歳,４３歳,４４歳,４５歳,４６歳,４７歳,４８歳,４９歳,５０歳,５１歳,５２歳,５３歳,５４歳,５５歳,５６歳,５７歳,５８歳,５９歳,６０歳,６１歳,６２歳,６３歳,６４歳,６５歳,６６歳,６７歳,６８歳,６９歳,７０歳,７１歳,７２歳,７３歳,７４歳,７５歳,７６歳,７７歳,７８歳,７９歳,８０歳,８１歳,８２歳,８３歳,８４歳,８５歳,８６歳,８７歳,８８歳,８９歳,９０歳,９１歳,９２歳,９３歳,９４歳,９５歳,９６歳,９７歳,９８歳,９９歳,１００歳以上,不明
2020/3/31,蒲生４丁目,,男,0,730,0,5,9,6,8,7,6,6,6,6,8,5,5,3,6,5,2,3,3,4,1,7,6,7,10,2,5,11,7,8,7,10,12,5,9,15,12,6,12,12,11,10,9,15,16,9,13,8,15,23,9,8,11,6,9,10,6,13,5,12,10,7,5,10,4,9,7,12,16,14,9,12,14,13,6,7,5,5,8,7,9,7,5,6,4,4,3,5,4,6,1,1,2,2,1,2,2,0,0,1,0,0,0
2020/3/31,蒲生４丁目,,女,0,849,0,8,1,6,4,8,4,11,9,6,6,4,4,3,6,5,2,8,4,5,6,6,8,8,12,11,9,13,13,13,2,11,10,17,15,11,12,23,9,15,9,21,9,10,7,10,14,13,22,11,16,8,10,10,7,11,13,7,11,8,5,7,7,8,9,8,6,12,8,6,16,5,15,12,6,9,9,11,5,6,10,7,5,10,5,9,8,4,10,14,7,5,9,2,5,4,3,0,1,0,1,5,0
2020/3/31,蒲生４丁目,,計,862,1579,0,13,10,12,12,15,10,17,15,12,14,9,9,6,12,10,4,11,7,9,7,13,14,15,22,13,14,24,20,21,9,21,22,22,24,26,24,29,21,27,20,31,18,25,23,19,27,21,37,34,25,16,21,16,16,21,19,20,16,20,15,14,12,18,13,17,13,24,24,20,25,17,29,25,12,16,14,16,13,13,19,14,10,16,9,13,11,9,14,20,8,6,11,4,6,6,5,0,1,1,1,5,0
2020/3/31,新喜多１丁目,,男,0,1222,0,19,9,7,12,14,10,7,7,10,6,9,4,3,5,5,8,6,8,10,7,10,10,10,18,19,25,19,18,22,22,26,18,22,21,25,28,22,10,17,12,13,23,14,20,17,11,21,16,20,20,22,17,19,19,24,12,23,25,17,17,14,12,10,8,7,11,9,14,17,14,20,19,20,19,7,14,13,7,12,6,9,5,8,7,3,4,3,3,5,2,4,1,0,3,0,2,0,0,0,0,0,0
2020/3/31,新喜多１丁目,,女,0,1385,0,14,13,8,10,7,9,3,11,4,4,5,4,7,11,5,6,11,6,5,11,16,15,14,18,19,24,19,34,20,18,20,25,16,21,15,33,15,12,23,16,11,23,16,26,18,17,17,23,27,25,23,25,24,21,20,32,20,24,16,12,17,12,15,22,10,18,17,21,19,16,21,23,21,12,9,11,14,22,18,11,11,6,15,11,7,8,6,9,3,2,1,4,1,2,1,2,0,0,0,0,0,0
2020/3/31,新喜多１丁目,,計,1497,2607,0,33,22,15,22,21,19,10,18,14,10,14,8,10,16,10,14,17,14,15,18,26,25,24,36,38,49,38,52,42,40,46,43,38,42,40,61,37,22,40,28,24,46,30,46,35,28,38,39,47,45,45,42,43,40,44,44,43,49,33,29,31,24,25,30,17,29,26,35,36,30,41,42,41,31,16,25,27,29,30,17,20,11,23,18,10,12,9,12,8,4,5,5,1,5,1,4,0,0,0,0,0,0
2020/3/31,新喜多２丁目,,男,0,415,0,5,7,5,6,3,6,6,1,3,1,3,2,3,6,0,4,1,2,1,1,2,1,6,9,3,9,11,8,2,15,15,8,12,7,9,8,5,10,9,1,8,6,11,5,3,6,4,11,12,4,3,6,6,6,7,4,5,5,3,5,7,7,1,4,3,3,4,4,4,1,3,7,5,1,2,3,1,1,2,2,2,0,0,2,1,3,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2020/3/31,新喜多２丁目,,女,0,409,0,13,1,4,4,4,3,2,3,1,4,2,1,2,1,0,2,1,2,5,2,10,9,6,2,3,8,14,7,7,12,9,10,6,10,7,11,3,7,13,9,4,5,2,5,4,8,8,3,8,2,6,3,5,4,1,6,6,8,3,8,5,4,4,3,2,5,4,3,4,3,2,2,4,3,1,1,5,2,3,2,1,3,3,1,4,1,3,0,1,1,0,3,3,1,0,2,0,0,0,1,0,0
2020/3/31,新喜多２丁目,,計,449,824,0,18,8,9,10,7,9,8,4,4,5,5,3,5,7,0,6,2,4,6,3,12,10,12,11,6,17,25,15,9,27,24,18,18,17,16,19,8,17,22,10,12,11,13,10,7,14,12,14,20,6,9,9,11,10,8,10,11,13,6,13,12,11,5,7,5,8,8,7,8,4,5,9,9,4,3,4,6,3,5,4,3,3,3,3,5,4,4,2,1,1,0,4,4,2,0,2,0,0,0,1,0,0
2020/3/31,新喜多東１丁目,,男,0,1272,0,10,14,14,11,11,12,8,11,12,10,9,11,16,4,11,18,11,13,17,13,13,21,20,26,16,23,25,12,18,10,11,11,12,13,13,13,12,15,13,17,11,21,20,12,24,23,32,17,31,21,33,35,25,19,19,21,20,21,23,19,18,17,13,14,15,16,17,8,12,14,16,11,23,4,5,7,2,9,15,4,2,5,7,5,2,1,2,2,3,1,1,1,0,1,0,1,0,0,1,0,0,0
