基準日,町丁目名,秘匿区分,男女別,世帯数,総数,合算総数,０歳,１歳,２歳,３歳,４歳,５歳,６歳,７歳,８歳,９歳,１０歳,１１歳,１２歳,１３歳,１４歳,１５歳,１６歳,１７歳,１８歳,１９歳,２０歳,２１歳,２２歳,２３歳,２４歳,２５歳,２６歳,２７歳,２８歳,２９歳,３０歳,３１歳,３２歳,３３歳,３４歳,３５歳,３６歳,３７歳,３８歳,３９歳,４０歳,４１歳,４２歳,４３歳,４４歳,４５歳,４６歳,４７歳,４８歳,４９歳,５０歳,５１歳,５２歳,５３歳,５４歳,５５歳,５６歳,５７歳,５８歳,５９歳,６０歳,６１歳,６２歳,６３歳,６４歳,６５歳,６６歳,６７歳,６８歳,６９歳,７０歳,７１歳,７２歳,７３歳,７４歳,７５歳,７６歳,７７歳,７８歳,７９歳,８０歳,８１歳,８２歳,８３歳,８４歳,８５歳,８６歳,８７歳,８８歳,８９歳,９０歳,９１歳,９２歳,９３歳,９４歳,９５歳,９６歳,９７歳,９８歳,９９歳,１００歳以上,不明
2011/3/31,今福西１丁目,,男,,1062,,11,6,7,10,8,13,10,9,15,9,15,20,16,17,9,16,7,11,9,7,5,15,10,9,9,12,16,15,10,13,12,12,11,15,23,15,21,19,16,22,26,27,28,30,22,21,14,15,25,10,22,13,13,11,8,9,9,15,13,9,10,18,18,14,13,8,8,8,8,7,9,10,6,5,7,13,9,4,4,4,5,5,7,3,2,3,2,,3,,1,,1,1,,1,,,,,,
2011/3/31,今福西１丁目,,女,,1138,,12,8,13,8,11,12,7,7,14,13,11,14,14,12,17,13,7,12,9,9,6,13,10,10,16,15,16,10,13,12,14,13,13,10,13,8,21,22,19,33,26,23,32,28,18,21,23,11,18,19,15,9,15,17,10,10,14,9,10,18,8,16,20,16,5,8,12,9,10,12,9,10,7,8,10,16,12,6,7,11,8,6,14,6,3,6,4,3,5,2,1,2,1,2,2,3,1,,,,1,
2011/3/31,今福西１丁目,,計,1039,2200,,23,14,20,18,19,25,17,16,29,22,26,34,30,29,26,29,14,23,18,16,11,28,20,19,25,27,32,25,23,25,26,25,24,25,36,23,42,41,35,55,52,50,60,58,40,42,37,26,43,29,37,22,28,28,18,19,23,24,23,27,18,34,38,30,18,16,20,17,18,19,18,20,13,13,17,29,21,10,11,15,13,11,21,9,5,9,6,3,8,2,2,2,2,3,2,4,1,,,,1,
2011/3/31,今福西２丁目,,男,,1255,,12,23,18,12,26,21,10,22,8,19,6,13,19,9,12,11,8,15,7,10,9,6,7,10,13,12,16,19,9,13,20,16,14,15,27,24,25,28,29,25,25,31,28,27,16,16,19,15,14,14,12,12,12,8,8,15,11,11,22,19,14,24,18,26,11,12,13,13,11,19,12,7,9,19,13,7,13,11,8,4,3,6,5,4,2,7,5,2,1,,1,1,1,,,,,,,,,
2011/3/31,今福西２丁目,,女,,1327,,9,16,17,14,12,21,10,17,21,15,12,11,13,12,11,8,13,9,12,5,8,14,11,6,17,11,7,16,12,12,17,11,24,21,31,30,31,31,27,34,35,22,28,24,14,16,17,15,11,9,13,15,12,15,14,14,15,12,14,25,14,17,20,26,22,16,15,18,10,15,15,17,7,14,16,7,10,8,11,5,13,11,7,7,3,3,8,6,5,2,2,3,2,1,1,1,,,,,,
2011/3/31,今福西２丁目,,計,1120,2582,,21,39,35,26,38,42,20,39,29,34,18,24,32,21,23,19,21,24,19,15,17,20,18,16,30,23,23,35,21,25,37,27,38,36,58,54,56,59,56,59,60,53,56,51,30,32,36,30,25,23,25,27,24,23,22,29,26,23,36,44,28,41,38,52,33,28,28,31,21,34,27,24,16,33,29,14,23,19,19,9,16,17,12,11,5,10,13,8,6,2,3,4,3,1,1,1,,,,,,
2011/3/31,今福西３丁目,,男,,726,,6,9,9,5,6,6,5,7,11,7,11,8,3,8,8,7,5,10,8,11,10,,9,5,5,17,9,6,18,9,7,13,18,8,10,17,14,12,17,14,10,15,11,8,7,8,13,6,8,9,7,6,6,7,5,6,12,9,3,6,5,7,9,19,10,7,13,8,8,13,4,6,2,12,9,8,9,7,4,5,2,4,7,1,3,2,1,,1,5,1,,3,,,,,,,1,,
2011/3/31,今福西３丁目,,女,,857,,11,9,7,4,5,6,5,8,5,7,9,10,10,4,6,4,10,6,4,3,9,5,10,16,12,11,10,7,16,18,11,13,9,10,13,10,11,21,12,18,12,21,14,10,7,14,8,9,12,10,13,7,8,5,6,4,10,6,6,6,13,22,12,11,11,6,11,14,8,13,10,16,5,8,8,13,12,10,8,8,6,7,11,10,5,3,3,2,5,6,5,1,1,1,2,2,2,1,,,2,
2011/3/31,今福西３丁目,,計,760,1583,,17,18,16,9,11,12,10,15,16,14,20,18,13,12,14,11,15,16,12,14,19,5,19,21,17,28,19,13,34,27,18,26,27,18,23,27,25,33,29,32,22,36,25,18,14,22,21,15,20,19,20,13,14,12,11,10,22,15,9,12,18,29,21,30,21,13,24,22,16,26,14,22,7,20,17,21,21,17,12,13,8,11,18,11,8,5,4,2,6,11,6,1,4,1,2,2,2,1,,1,2,
2011/3/31,今福西４丁目,,男,,486,,3,5,,9,1,1,5,3,2,2,1,3,4,8,4,1,4,2,5,1,3,6,6,6,9,12,8,7,7,10,11,7,8,4,7,7,10,10,7,8,6,7,5,4,4,9,8,8,5,6,4,6,6,5,4,7,6,3,9,5,10,11,5,11,8,5,10,6,6,8,11,6,3,8,1,8,2,5,4,3,2,2,3,4,2,4,1,2,,,,1,,,,,,,,,,
