X,Y,学校名,施設名,施設名かな,所在地,地区名
135.4804082,34.60791394,清江,大阪市立清江小学校,おおさかしりつきよえしょうがっこう,住之江区御崎5-7-18,住之江区
135.4945223,34.61963094,東粉浜,大阪市立東粉浜小学校,おおさかしりつひがしこはましょうがっこう,住吉区東粉浜2丁目3番26号,住吉区
135.4962753,34.61796092,住吉,大阪市立住吉小学校,おおさかしりつすみよししょうがっこう,住吉区帝塚山西4丁目1番35号,住吉区
135.5139171,34.60871097,長居,大阪市立長居小学校,おおさかしりつながいしょうがっこう,住吉区長居東3丁目3番40号,住吉区
135.508183,34.59693289,依羅,大阪市立依羅小学校,おおさかしりつよさみしょうがっこう,住吉区我孫子4丁目11番48号,住吉区
135.4952782,34.60802483,墨江,大阪市立墨江小学校,おおさかしりつすみえしょうがっこう,住吉区墨江2丁目3番46号,住吉区
135.495,34.59759211,遠里小野,大阪市立遠里小野小学校,おおさかしりつおりおのしょうがっこう,住吉区遠里小野6丁目6番27号,住吉区
135.4924168,34.60196108,清水丘,大阪市立清水丘小学校,おおさかしりつしみずがおかしょうがっこう,住吉区清水丘2丁目9番41号,住吉区
135.502853,34.60493092,南住吉,大阪市立南住吉小学校,おおさかしりつみなみすみよししょうがっこう,住吉区南住吉3丁目5番1号,住吉区
135.5074971,34.61568281,大領,大阪市立大領小学校,おおさかしりつだいりょうしょうがっこう,住吉区大領3丁目3番5号,住吉区
135.5161782,34.60195,苅田,大阪市立苅田小学校,おおさかしりつかりたしょうがっこう,住吉区苅田3丁目5番34号,住吉区
135.5001359,34.59654392,山之内,大阪市立山之内小学校,おおさかしりつやまのうちしょうがっこう,住吉区山之内2丁目17番39号,住吉区
135.5138059,34.59457211,苅田南,大阪市立苅田南小学校,おおさかしりつかりたみなみしょうがっこう,住吉区苅田10丁目1番35号,住吉区
135.5207441,34.60384214,苅田北,大阪市立苅田北小学校,おおさかしりつかりたきたしょうがっこう,住吉区苅田1丁目11番39号,住吉区
135.5082651,34.60578269,大空,大阪市立大空小学校,おおさかしりつおおぞらしょうがっこう,住吉区我孫子西1丁目6番12号,住吉区
135.5308468,34.63569389,桑津,大阪市立桑津小学校,おおさかしりつくわづしょうがっこう,東住吉区桑津5-13-13,東住吉区
135.5246969,34.63300606,北田辺,大阪市立北田辺小学校,おおさかしりつきたたなべしょうがっこう,東住吉区北田辺3-11-14,東住吉区
135.5260221,34.62588892,田辺,大阪市立田辺小学校,おおさかしりつたなべしょうがっこう,東住吉区田辺2-3-34,東住吉区
135.5278581,34.62018317,東田辺,大阪市立東田辺小学校,おおさかしりつひがしたなべしょうがっこう,東住吉区東田辺2-14-6,東住吉区
135.5219582,34.61761717,南田辺,大阪市立南田辺小学校,おおさかしりつみなみたなべしょうがっこう,東住吉区南田辺4-3-4,東住吉区
135.5349168,34.61521114,南百済,大阪市立南百済小学校,おおさかしりつみなみくだらしょうがっこう,東住吉区湯里１-15-40,東住吉区
135.5376333,34.634906,育和,大阪市立育和小学校,おおさかしりついくわしょうがっこう,東住吉区杭全4-10-12,東住吉区
135.5294003,34.61225611,鷹合,大阪市立鷹合小学校,おおさかしりつたかあいしょうがっこう,東住吉区鷹合3-12-38,東住吉区
135.5354437,34.62715589,今川,大阪市立今川小学校,おおさかしりついまがわしょうがっこう,東住吉区今川4-24-4,東住吉区
135.5281114,34.60323917,矢田,大阪市立矢田小学校,おおさかしりつやたしょうがっこう,東住吉区矢田3-4-27,東住吉区
135.5375862,34.60292194,矢田東,大阪市立矢田東小学校,おおさかしりつやたひがししょうがっこう,東住吉区住道矢田2-7-43,東住吉区
135.5253861,34.60448097,矢田西,大阪市立矢田西小学校,おおさかしりつやたにししょうがっこう,東住吉区公園南矢田2-15-43,東住吉区
135.5364779,34.60890283,矢田北,大阪市立矢田北小学校,おおさかしりつやたきたしょうがっこう,東住吉区照ヶ丘矢田2-1-55,東住吉区
135.5393972,34.61049686,湯里,大阪市立湯里小学校,おおさかしりつゆざとしょうがっこう,東住吉区湯里6-8-3,東住吉区
135.5553829,34.61144211,喜連,大阪市立喜連小学校,おおさかしりつきれしょうがっこう,平野区喜連7-6-4,平野区
135.5477219,34.62521106,平野西,大阪市立平野西小学校,おおさかしりつひらのにししょうがっこう,平野区背戸口4-1-31,平野区
135.5545441,34.62722503,平野,大阪市立平野小学校,おおさかしりつひらのしょうがっこう,平野区平野宮町1-9-29,平野区
135.5692781,34.60588103,長吉,大阪市立長吉小学校,おおさかしりつながよししょうがっこう,平野区長吉長原2-6-55,平野区
135.552911,34.602675,瓜破,大阪市立瓜破小学校,おおさかしりつうりわりしょうがっこう,平野区瓜破5-3-11,平野区
135.5634394,34.63076567,加美,大阪市立加美小学校,おおさかしりつかみしょうがっこう,平野区加美正覚寺3-13-35,平野区
135.5702503,34.62433289,加美南部,大阪市立加美南部小学校,おおさかしりつかみなんぶしょうがっこう,平野区加美南1-9-17,平野区
135.5580833,34.61818603,平野南,大阪市立平野南小学校,おおさかしりつひらのみなみしょうがっこう,平野区平野南2-3-8,平野区
135.5762499,34.60829692,長吉東,大阪市立長吉東小学校,おおさかしりつながよしひがししょうがっこう,平野区長吉出戸8-13-41,平野区
135.5448389,34.61254186,喜連西,大阪市立喜連西小学校,おおさかしりつきれにししょうがっこう,平野区喜連西3-17-61,平野区
135.5780279,34.60482517,長吉南,大阪市立長吉南小学校,おおさかしりつながよしみなみしょうがっこう,平野区長吉六反3-2-17,平野区
135.5511532,34.60491908,瓜破北,大阪市立瓜破北小学校,おおさかしりつうりわりきたしょうがっこう,平野区瓜破1-8-33,平野区
135.5773892,34.59957494,長原,大阪市立長原小学校,おおさかしりつながはらしょうがっこう,平野区長吉長原東3-10-9,平野区
135.5612498,34.61365786,喜連東,大阪市立喜連東小学校,おおさかしりつきれひがししょうがっこう,平野区喜連東2-2-17,平野区
135.5607438,34.60700303,瓜破東,大阪市立瓜破東小学校,おおさかしりつうりわりひがししょうがっこう,平野区瓜破東2-5-78,平野区
135.5862501,34.60674203,長吉六反,大阪市立長吉六反小学校,おおさかしりつながよしろくたんしょうがっこう,平野区長吉六反5-3-41,平野区
135.5602783,34.63651911,加美北,大阪市立加美北小学校,おおさかしりつかみきたしょうがっこう,平野区加美北7-4-10,平野区
135.5702307,34.61311706,長吉出戸,大阪市立長吉出戸小学校,おおさかしりつながよしでとしょうがっこう,平野区長吉出戸3-1-43,平野区
135.5446442,34.6042,瓜破西,大阪市立瓜破西小学校,おおさかしりつうりわりにししょうがっこう,平野区瓜破西2-1-43,平野区
135.5503501,34.61442194,喜連北,大阪市立喜連北小学校,おおさかしりつきれきたしょうがっこう,平野区喜連1-7-4,平野区
135.5715829,34.62718583,加美東,大阪市立加美東小学校,おおさかしりつかみひがししょうがっこう,平野区加美東5-9-25,平野区
135.5693892,34.59685303,川辺,大阪市立川辺小学校,おおさかしりつかわなべしょうがっこう,平野区長吉川辺1-4-9,平野区
135.5417222,34.62426708,新平野西,大阪市立新平野西小学校,おおさかしりつしんひらのにししょうがっこう,平野区背戸口1-5-22,平野区
,,萩之茶屋,大阪市立萩之茶屋小学校,,,西成区
,,今宮,大阪市立今宮小学校,,,西成区
135.5013472,34.63714219,天下茶屋,大阪市立天下茶屋小学校,おおさかしりつてんがちゃやしょうがっこう,西成区聖天下1-11-35,西成区
135.4915612,34.63387492,岸里,大阪市立岸里小学校,おおさかしりつきしのさとしょうがっこう,西成区千本中1-8-22,西成区
135.4917748,34.62482186,玉出,大阪市立玉出小学校,おおさかしりつたまでしょうがっこう,西成区玉出中2-13-56,西成区
135.4883859,34.631503,千本,大阪市立千本小学校,おおさかしりつせんぼんしょうがっこう,西成区千本中2-8-8,西成区
135.4914999,34.63907789,橘,大阪市立橘小学校,おおさかしりつたちばなしょうがっこう,西成区橘2-1-18,西成区
135.489003,34.64243106,梅南津守,大阪市立梅南津守小学校,おおさかしりつばいなんつもりしょうがっこう,西成区梅南3-2-25,西成区
,,弘治,大阪市立弘治小学校,,,西成区
135.488144,34.64509383,松之宮,大阪市立松之宮小学校,おおさかしりつまつのみやしょうがっこう,西成区旭3-5-39,西成区
135.4923583,34.64812789,長橋,大阪市立長橋小学校,おおさかしりつながはししょうがっこう,西成区長橋2-3-21,西成区
135.4831078,34.65151689,北津守,大阪市立北津守小学校,おおさかしりつきたつもりしょうがっこう,西成区北津守3-3-40,西成区
,,津守,大阪市立津守小学校,,,西成区
135.4853857,34.62801892,南津守,大阪市立南津守小学校,おおさかしりつみなみつもりしょうがっこう,西成区南津守6-1-14,西成区
135.498827,34.648302,新今宮,大阪市立新今宮小学校,おおさかしりつしんいまみやしょうがっこう,西成区花園北1-8-32,西成区
135.5140809,34.809517,弘済,大阪市立弘済小学校,こうさいしょうがっこう,吹田市古江台６丁目２番２号,大阪市以外
135.5778689,34.86619783,弘済分校,大阪市立弘済小学校分校,こうさいしょうがっこうぶんこう,高槻市奈佐原９５６,大阪市以外
135.6245615,34.56201328,長谷川,大阪市立長谷川小学校,はせがわしょうがっこう,柏原市円明町３丁目１５番,大阪市以外
