基準日,町丁目名,秘匿区分,男女別,世帯数,総数,合算総数,０歳,１歳,２歳,３歳,４歳,５歳,６歳,７歳,８歳,９歳,１０歳,１１歳,１２歳,１３歳,１４歳,１５歳,１６歳,１７歳,１８歳,１９歳,２０歳,２１歳,２２歳,２３歳,２４歳,２５歳,２６歳,２７歳,２８歳,２９歳,３０歳,３１歳,３２歳,３３歳,３４歳,３５歳,３６歳,３７歳,３８歳,３９歳,４０歳,４１歳,４２歳,４３歳,４４歳,４５歳,４６歳,４７歳,４８歳,４９歳,５０歳,５１歳,５２歳,５３歳,５４歳,５５歳,５６歳,５７歳,５８歳,５９歳,６０歳,６１歳,６２歳,６３歳,６４歳,６５歳,６６歳,６７歳,６８歳,６９歳,７０歳,７１歳,７２歳,７３歳,７４歳,７５歳,７６歳,７７歳,７８歳,７９歳,８０歳,８１歳,８２歳,８３歳,８４歳,８５歳,８６歳,８７歳,８８歳,８９歳,９０歳,９１歳,９２歳,９３歳,９４歳,９５歳,９６歳,９７歳,９８歳,９９歳,１００歳以上,不明
2011/3/31,小路東６丁目,,計,442,888,,4,2,4,7,3,4,5,3,5,2,3,5,9,4,11,16,6,8,12,11,13,9,11,12,9,8,7,10,9,7,4,8,7,8,13,7,7,9,12,12,13,12,18,14,7,11,10,16,14,12,8,14,15,15,5,16,4,16,5,9,7,27,15,10,9,11,15,21,15,7,17,8,12,22,15,14,6,15,8,15,13,9,13,4,8,3,3,1,4,3,4,5,2,1,2,1,1,1,,,1,
2011/3/31,田島１丁目,,男,,456,,6,4,7,5,5,5,6,9,6,9,7,4,8,7,3,10,6,4,9,3,8,8,6,4,4,5,10,5,4,7,5,4,4,9,8,5,7,7,5,7,9,7,7,7,3,3,2,8,3,2,6,4,3,3,5,3,2,9,4,11,4,9,7,8,11,2,5,6,3,10,2,2,4,8,3,5,4,4,4,1,2,1,,,1,1,2,,1,,,,,,,,,,,,,
2011/3/31,田島１丁目,,女,,474,,5,5,5,7,6,6,5,8,3,1,7,4,7,7,2,4,4,3,2,12,3,4,5,3,8,3,4,6,7,6,5,4,12,7,5,7,7,6,6,7,11,3,3,12,4,5,6,3,5,5,5,5,1,6,2,9,1,5,7,4,7,7,8,3,5,8,5,7,,6,4,2,5,14,6,7,4,2,3,1,5,9,4,3,5,4,3,5,1,2,1,2,1,2,,2,1,,,,,
2011/3/31,田島１丁目,,計,465,930,,11,9,12,12,11,11,11,17,9,10,14,8,15,14,5,14,10,7,11,15,11,12,11,7,12,8,14,11,11,13,10,8,16,16,13,12,14,13,11,14,20,10,10,19,7,8,8,11,8,7,11,9,4,9,7,12,3,14,11,15,11,16,15,11,16,10,10,13,3,16,6,4,9,22,9,12,8,6,7,2,7,10,4,3,6,5,5,5,2,2,1,2,1,2,,2,1,,,,,
2011/3/31,田島２丁目,,男,,349,,1,2,5,5,4,3,2,8,4,4,4,4,4,4,2,1,2,3,3,2,1,1,3,6,10,7,7,4,5,6,5,2,3,6,1,5,6,6,3,5,5,7,3,3,5,2,4,3,3,2,6,3,5,3,4,2,8,5,6,9,6,9,4,5,6,7,2,3,4,4,6,7,4,2,4,3,2,2,2,2,1,1,1,2,2,4,2,,1,1,2,,,,1,,,,,,,
2011/3/31,田島２丁目,,女,,400,,3,4,9,,4,3,2,4,1,4,6,3,4,1,,7,8,3,1,3,5,1,5,3,5,10,6,3,4,5,8,4,6,5,3,4,5,3,6,1,3,5,5,5,6,4,4,5,3,4,6,1,7,6,5,5,9,7,1,5,4,9,1,8,5,,3,4,6,1,9,3,4,6,4,3,5,3,5,4,8,4,4,10,5,6,3,3,4,3,2,,1,,,1,,,1,,,
2011/3/31,田島２丁目,,計,388,749,,4,6,14,5,8,6,4,12,5,8,10,7,8,5,2,8,10,6,4,5,6,2,8,9,15,17,13,7,9,11,13,6,9,11,4,9,11,9,9,6,8,12,8,8,11,6,8,8,6,6,12,4,12,9,9,7,17,12,7,14,10,18,5,13,11,7,5,7,10,5,15,10,8,8,8,6,7,5,7,6,9,5,5,12,7,10,5,3,5,4,4,,1,,1,1,,,1,,,
2011/3/31,田島３丁目,,男,,287,,,4,5,2,2,1,4,2,6,3,2,1,2,4,2,1,2,2,4,4,4,2,1,2,2,4,3,,3,5,,3,3,3,4,1,7,5,6,8,4,2,4,5,3,1,3,3,4,3,4,5,2,2,2,5,1,6,5,5,6,9,3,6,3,3,3,8,7,5,6,2,3,4,4,2,4,4,3,2,1,2,1,1,2,1,1,1,,1,,1,,,,,,,,,,
2011/3/31,田島３丁目,,女,,327,,1,2,5,,2,1,1,2,1,2,1,2,6,4,1,3,1,4,5,3,3,1,,4,1,6,5,2,4,3,3,3,4,5,4,5,5,8,9,3,4,6,2,9,,6,6,3,3,2,5,2,5,1,1,2,1,3,5,1,6,5,4,4,7,8,3,6,4,4,5,4,4,5,3,4,6,4,4,2,5,4,1,1,3,4,4,4,1,2,4,1,4,1,1,2,1,,,,,
2011/3/31,田島３丁目,,計,286,614,,1,6,10,2,4,2,5,4,7,5,3,3,8,8,3,4,3,6,9,7,7,3,1,6,3,10,8,2,7,8,3,6,7,8,8,6,12,13,15,11,8,8,6,14,3,7,9,6,7,5,9,7,7,3,3,7,2,9,10,6,12,14,7,10,10,11,6,14,11,9,11,6,7,9,7,6,10,8,7,4,6,6,2,2,5,5,5,5,1,3,4,2,4,1,1,2,1,,,,,
2011/3/31,田島４丁目,,男,,637,,5,1,9,5,4,5,7,3,9,1,5,7,3,11,7,5,2,7,8,5,6,5,9,3,1,7,4,5,4,10,4,6,6,8,5,11,7,5,12,9,9,13,5,7,7,7,7,8,8,4,9,4,5,8,6,3,10,10,11,5,10,11,8,19,16,5,7,12,11,13,13,6,14,19,6,7,4,8,6,9,9,9,4,4,3,5,3,3,1,1,1,2,1,2,2,,1,,,,,
2011/3/31,田島４丁目,,女,,694,,5,4,1,6,,3,4,4,3,6,6,2,1,5,7,,6,4,5,3,7,5,4,4,9,10,7,6,7,8,4,3,9,12,8,3,1,6,6,13,11,8,8,5,10,11,10,4,6,8,5,6,4,8,2,9,6,10,10,10,16,14,14,11,15,7,8,12,13,13,7,13,13,7,13,17,11,14,10,11,8,10,6,9,7,3,5,6,7,5,5,5,2,2,5,4,,4,2,,2,
